"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340002,"BCBSVT Platinum Plan",13627VT034,,VTN001,VTS001,VTF002,Existing,EPO,Platinum,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340002-03,"Limited Cost Sharing Plan Variation",90.10%,0.895642137,No,No,No,100%,,"$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$450 ","$450 per person | $900 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$450 ","$30 ","$950 ","$50 ","$450 ","$980 ","$50 ","$20 ",99%,"Not Applicable",No,"BCBSVT Platinum Plan","$450 ","$270 ","$40 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340003,"BCBSVT Gold Plan",13627VT034,,VTN001,VTS001,VTF003,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340003-01,"Standard Gold On Exchange Plan",81.30%,0.807092068,No,No,No,100%,,"$5,600 ","$5600 per person | $11200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$1,400 ","$1400 per person | $2800 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$200 ","$200 per person | $400 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,400 ","$30 ","$2,570 ","$50 ","$910 ","$1,190 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Gold Plan","$1,150 ","$390 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340003,"BCBSVT Gold Plan",13627VT034,,VTN001,VTS001,VTF003,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340003-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,No,No,100%,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Gold Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340003,"BCBSVT Gold Plan",13627VT034,,VTN001,VTS001,VTF003,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340003-03,"Limited Cost Sharing Plan Variation",81.30%,0.807092068,No,No,No,100%,,"$5,600 ","$5600 per person | $11200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$1,400 ","$1400 per person | $2800 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$200 ","$200 per person | $400 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,400 ","$30 ","$2,570 ","$50 ","$910 ","$1,190 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Gold Plan","$1,150 ","$390 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-01,"Standard Silver On Exchange Plan",70.70%,0,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,300 ","$9300 per person | $18600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$4000 per person | $8000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$500 ","$500 per person | $1000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$4,000 ","$50 ","$2,980 ","$50 ","$910 ","$1,550 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$1,150 ","$570 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-03,"Limited Cost Sharing Plan Variation",70.70%,0,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,300 ","$9300 per person | $18600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$4000 per person | $8000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$500 ","$500 per person | $1000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$4,000 ","$50 ","$2,980 ","$50 ","$910 ","$1,550 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$1,150 ","$570 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-04,"73% AV Level Silver Plan",73.70%,0.736951631,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,700 ","$6700 per person | $13400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,000 ","$3000 per person | $6000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$450 ","$450 per person | $900 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$3,000 ","$50 ","$3,480 ","$50 ","$910 ","$1,550 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$1,150 ","$570 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-05,"87% AV Level Silver Plan",88.00%,0.868213349,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,450 ","$2450 per person | $4900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,250 ","$1250 per person | $2500 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$250 per person | $500 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,250 ","$10 ","$1,190 ","$50 ","$910 ","$920 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$1,150 ","$240 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340004,"BCBSVT Silver Plan",13627VT034,,VTN001,VTS001,VTF007,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340004-06,"94% AV Level Silver Plan",94.90%,0.945216191,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,000 ","$1000 per person | $2000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$250 per person | $500 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$250 ","$10 ","$750 ","$50 ","$250 ","$450 ","$70 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver Plan","$250 ","$120 ","$40 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340005,"BCBSVT Bronze Plan",13627VT034,,VTN001,VTS001,VTF008,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340005-01,"Standard Bronze On Exchange Plan",62.00%,0.658571321,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$6,450 ","$6450 per person | $12900 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,100 ","$1100 per person | $2200 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$6,450 ","$460 ","$2,550 ","$50 ","$1,930 ","$1,250 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze Plan","$2,630 ","$10 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340005,"BCBSVT Bronze Plan",13627VT034,,VTN001,VTS001,VTF008,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340005-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Bronze Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340005,"BCBSVT Bronze Plan",13627VT034,,VTN001,VTS001,VTF008,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340005-03,"Limited Cost Sharing Plan Variation",62.00%,0.658571321,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$6,450 ","$6450 per person | $12900 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,100 ","$1100 per person | $2200 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$6,450 ","$460 ","$2,550 ","$50 ","$1,930 ","$1,250 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze Plan","$2,630 ","$10 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340006,"BCBSVT Bronze Integrated Plan",13627VT034,,VTN001,VTS001,VTF017,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340006-01,"Standard Bronze On Exchange Plan",64.80%,0,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,360 ","$40 ","$0 ","$50 ","$4,050 ","$660 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze Integrated Plan","$1,930 ","$490 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340006,"BCBSVT Bronze Integrated Plan",13627VT034,,VTN001,VTS001,VTF017,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340006-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Bronze Integrated Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0340006,"BCBSVT Bronze Integrated Plan",13627VT034,,VTN001,VTS001,VTF017,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,3,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0340006-03,"Limited Cost Sharing Plan Variation",64.80%,0,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,360 ","$40 ","$0 ","$50 ","$4,050 ","$660 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze Integrated Plan","$1,930 ","$490 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,Yes,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-01,"Standard Silver On Exchange Plan",71.20%,0.725627727,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,050 ","$9450 per person | $14100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$4200 per person | $4200 per group",35.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$10 ","$3,510 ","$50 ","$2,100 ","$440 ","$320 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$2,100 ","$0 ","$190 ","$0 "
