"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560001,"Health Options Clear Choice Bronze $7500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF014,Existing,HMO,"Expanded Bronze",Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560001-03,"Limited Cost Sharing Plan Variation",64.85%,0.670179644,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group","$9,450 ","$9450 per person | $18900 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,500 ","$7500 per person | $15000 per group",50.00%,"$9,000 ","$9000 per person | $18000 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$7,500 ","$0 ","$1,950 ","$0 ","$400 ","$532 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Bronze $7500 HMO Tiered NE CSR LCS","$2,090 ","$425 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-01,"Standard Silver On Exchange Plan",70.67%,0.729255591,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group","$9,100 ","$9100 per person | $18200 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,500 ","$3500 per person | $7000 per group",40.00%,"$4,200 ","$4200 per person | $8400 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,500 ","$26 ","$3,567 ","$0 ","$122 ","$580 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE","$2,090 ","$405 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,"$0 ","$0 per person | $0 per group",0.00%,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE CSR 100","$0 ","$0 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-03,"Limited Cost Sharing Plan Variation",70.67%,0.729255591,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group","$9,100 ","$9100 per person | $18200 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,500 ","$3500 per person | $7000 per group",40.00%,"$4,200 ","$4200 per person | $8400 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,500 ","$26 ","$3,567 ","$0 ","$122 ","$580 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE CSR LCS","$2,090 ","$405 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-04,"73% AV Level Silver Plan",73.47%,0.75539053,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$7,200 ","$7200 per person | $14400 per group","$7,200 ","$7200 per person | $14400 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,200 ","$3200 per person | $6400 per group",40.00%,"$3,840 ","$3840 per person | $7680 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,200 ","$26 ","$3,687 ","$0 ","$122 ","$579 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE CSR 73","$2,090 ","$370 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-05,"87% AV Level Silver Plan",87.17%,0.875798416,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$2,750 ","$2750 per person | $5500 per group","$2,750 ","$2750 per person | $5500 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,275 ","$1275 per person | $2550 per group",20.00%,"$1,575 ","$1575 per person | $3150 per group",40.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,275 ","$0 ","$1,475 ","$0 ","$122 ","$529 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE CSR 87 ","$1,275 ","$140 ","$163 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560003,"Health Options Clear Choice Silver $3500 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF004,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560003-06,"94% AV Level Silver Plan",94.20%,0.945267054,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$875 ","$875 per person | $1750 per group","$875 ","$875 per person | $1750 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$400 ","$400 per person | $800 per group",10.00%,"$480 ","$480 per person | $960 per group",30.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$400 ","$0 ","$475 ","$0 ","$122 ","$495 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $3500 HMO Tiered NE CSR 94","$400 ","$50 ","$169 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-01,"Standard Silver On Exchange Plan",70.95%,0.724966925,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group","$9,450 ","$9450 per person | $18900 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,200 ","$4200 per person | $8400 per group",40.00%,"$5,040 ","$5040 per person | $10080 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,200 ","$26 ","$3,287 ","$0 ","$122 ","$579 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE","$2,090 ","$405 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,"$0 ","$0 per person | $0 per group",0.00%,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE CSR 100","$0 ","$0 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-03,"Limited Cost Sharing Plan Variation",70.95%,0.724966925,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group","$9,450 ","$9450 per person | $18900 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,200 ","$4200 per person | $8400 per group",40.00%,"$5,040 ","$5040 per person | $10080 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,200 ","$26 ","$3,287 ","$0 ","$122 ","$579 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE CSR LCS","$2,090 ","$405 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-04,"73% AV Level Silver Plan",73.61%,0.750273453,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$7,300 ","$7300 per person | $14600 per group","$7,300 ","$7300 per person | $14600 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,000 ","$4000 per person | $8000 per group",40.00%,"$4,800 ","$4800 per person | $9600 per group",60.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$0 ","$3,300 ","$0 ","$122 ","$574 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE CSR 73","$2,090 ","$370 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-05,"87% AV Level Silver Plan",87.08%,0.874783948,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$2,750 ","$2750 per person | $5500 per group","$2,750 ","$2750 per person | $5500 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,300 ","$1300 per person | $2600 per group",20.00%,"$1,525 ","$1525 per person | $3050 per group",40.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,300 ","$0 ","$1,450 ","$0 ","$122 ","$529 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE CSR 87","$1,300 ","$160 ","$158 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,Individual,No,,33653ME0560005,"Health Options Clear Choice Silver $4200 HMO Tiered NE",33653ME056,,MEN001,MES001,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0560005-06,"94% AV Level Silver Plan",94.12%,0.944348777,Yes,Yes,Yes,90%,10%,,,,,,,,,,,,,,,,,"$875 ","$875 per person | $1750 per group","$875 ","$875 per person | $1750 per group","Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$425 ","$425 per person | $850 per group",10.00%,"$510 ","$510 per person | $1020 per group",30.00%,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$425 ","$0 ","$450 ","$0 ","$122 ","$495 ","$0 ","$0 ",99%,"Not Applicable",No,"Health Options Clear Choice Silver $4200 HMO Tiered NE CSR 94","$425 ","$50 ","$166 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,33653ME0632405,"Health Options Clear Choice Silver $3500 HMO NE Dental",33653ME063,,MEN001,MES002,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0632405-01,"Standard Silver On Exchange Plan",70.79%,0.730756288,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,500 ","$3500 per person | $7000 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,500 ","$26 ","$3,567 ","$0 ","$122 ","$580 ","$0 ","$0 ",,,No,"Health Options Clear Choice Silver $3500 HMO NE Dental","$2,090 ","$405 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,33653ME0642401,"Health Options Clear Choice Bronze $9450 HMO NE",33653ME064,,MEN001,MES002,MEF011,Existing,HMO,"Expanded Bronze",Yes,Both,Yes,Yes,All,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0642401-01,"Standard Bronze On Exchange Plan",64.78%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,450 ","$0 ","$0 ","$0 ","$437 ","$494 ","$0 ","$0 ",,,No,"Health Options Clear Choice Bronze $9450 HMO NE","$2,459 ","$240 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,33653ME0642402,"Health Options Clear Choice Bronze $7500 HMO NE",33653ME064,,MEN001,MES002,MEF013,Existing,HMO,"Expanded Bronze",Yes,Both,Yes,Yes,All,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0642402-01,"Standard Bronze On Exchange Plan",64.92%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,450 ","$9450 per person | $18900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,500 ","$7500 per person | $15000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$7,500 ","$0 ","$1,950 ","$0 ","$400 ","$532 ","$0 ","$0 ",,,No,"Health Options Clear Choice Bronze $7500 HMO NE","$2,090 ","$425 ","$0 ","$0 "
2024,ME,,33653,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,33653ME0642403,"Health Options Clear Choice Silver $3500 HMO NE",33653ME064,,MEN001,MES002,MEF003,Existing,HMO,Silver,Yes,Both,Yes,Yes,All,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Pain Management, Depression, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,1,,1/1/2024,12/31/2024,No,,Yes,"Emergency services coverage available within the United States. Non-emergency service coverage is available outside the Service Area on an Out-of-Network basis.",No,,,,,33653ME0642403-01,"Standard Silver On Exchange Plan",70.80%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,100 ","$9100 per person | $18200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,500 ","$3500 per person | $7000 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,500 ","$26 ","$3,567 ","$0 ","$122 ","$580 ","$0 ","$0 ",,,No,"Health Options Clear Choice Silver $3500 HMO NE","$2,090 ","$405 ","$0 ","$0 "
