"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0070017,"BlueSolutions for HSA 100/60 4000/8000 RX 10/40/70/90/125 WOPD",15287RI007,,RIN001,RIS001,RIF008,Existing,PPO,Silver,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",Yes,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0070017-01,"Standard Silver On Exchange Plan",,0.717382974,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$7500 per person | $15000 per group",,,"$19,050 ","per person not applicable | $38100 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,000 ","$7500 per person | $8000 per group",0.00%,,,,"$6,800 ","$6800 per person | $13600 per group","Not Applicable","per person not applicable | per group not applicable","$3,750 ","$10 ","$0 ","$60 ","$3,750 ","$100 ","$20 ","$20 ",,,No,"BlueSolutions for HSA 100/60 4000/8000 RX 10/40/70/90/125 WOPD","$2,800 ","$0 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0070019,"BlueSolutions for HSA 100/60 7250/14500 WOPD ",15287RI007,,RIN001,RIS001,RIF005,Existing,PPO,"Expanded Bronze",No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",Yes,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0070019-01,"Standard Bronze On Exchange Plan",,0.644993752,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,250 ","$7250 per person | $14500 per group",,,"$19,650 ","per person not applicable | $39300 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,250 ","$7250 per person | $14500 per group",0.00%,,,,"$14,000 ","$14000 per person | $28000 per group","Not Applicable","per person not applicable | per group not applicable","$7,000 ","$0 ","$0 ","$60 ","$5,200 ","$0 ","$0 ","$20 ",,,No,"BlueSolutions for HSA 100/60 7250/14500 WOPD ","$2,800 ","$0 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0250050,"VantageBlue 80/60 3000/6000 RX 10/40/70/90/125 WOPD",15287RI025,,RIN001,RIS001,RIF003,Existing,PPO,Gold,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0250050-01,"Standard Gold On Exchange Plan",,0.783158941,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,800 ","$5800 per person | $11600 per group",,,"$17,400 ","$17400 per person | $34800 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,000 ","$3000 per person | $6000 per group",20.00%,,,,"$6,000 ","$6000 per person | $12000 per group","Not Applicable","per person not applicable | per group not applicable","$3,000 ","$800 ","$1,300 ","$60 ","$500 ","$600 ","$0 ","$20 ",,,No,"VantageBlue 80/60 3000/6000 RX 10/40/70/90/125 WOPD","$600 ","$500 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0250052,"VantageBlue 100/80 2500/5000 10/40/70/90/125 WOPD",15287RI025,,RIN001,RIS001,RIF003,Existing,PPO,Gold,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0250052-01,"Standard Gold On Exchange Plan",,0.78668646,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,000 ","$6000 per person | $12000 per group",,,"$18,000 ","$18000 per person | $36000 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,500 ","$2500 per person | $5000 per group",0.00%,,,,"$5,000 ","$5000 per person | $10000 per group","Not Applicable","per person not applicable | per group not applicable","$2,500 ","$700 ","$0 ","$60 ","$500 ","$600 ","$0 ","$20 ",,,No,"VantageBlue 100/80 2500/5000 10/40/70/90/125 WOPD","$600 ","$400 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0250055,"VantageBlue 100/80 4000/8000 10/40/70/90/125 WOPD",15287RI025,,RIN001,RIS001,RIF003,Existing,PPO,Gold,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0250055-01,"Standard Gold On Exchange Plan",,0.804112725,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ","$5000 per person | $10000 per group",,,"$19,050 ","$19050 per person | $38100 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,000 ","$4000 per person | $8000 per group",0.00%,,,,"$8,000 ","$8000 per person | $16000 per group","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$700 ","$0 ","$60 ","$500 ","$600 ","$0 ","$20 ",,,No,"VantageBlue 100/80 4000/8000 10/40/70/90/125 WOPD","$600 ","$400 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0250056,"VantageBlue 100/80 9000/18000 10/40/90/125/250 WOPD",15287RI025,,RIN001,RIS001,RIF003,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0250056-01,"Standard Silver On Exchange Plan",71.92%,0.721764007,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,000 ","$9000 per person | $18000 per group",,,"$20,000 ","$20000 per person | $38100 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,000 ","$9000 per person | $18000 per group",0.00%,,,,"$8,550 ","$8550 per person | $17100 per group","Not Applicable","per person not applicable | per group not applicable","$7,900 ","$800 ","$0 ","$60 ","$500 ","$600 ","$0 ","$20 ",,,No,"VantageBlue 100/80 9000/18000 10/40/90/125/250 WOPD","$600 ","$600 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-01,"Standard Silver On Exchange Plan",70.80%,0.706484336,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$6,000 ","$6000 per person | $12000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$6,000 ","$80 ","$1,500 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$700 ","$600 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$0 ","$0 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-03,"Limited Cost Sharing Plan Variation",70.80%,0.706484336,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,400 ","$9400 per person | $18800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$6,000 ","$6000 per person | $12000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$6,000 ","$80 ","$1,500 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$700 ","$600 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-04,"73% AV Level Silver Plan",73.01%,0.734462793,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,550 ","$7550 per person | $15100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,600 ","$5600 per person | $11200 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,600 ","$80 ","$1,500 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$700 ","$600 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-05,"87% AV Level Silver Plan",87.56%,0.869070338,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ","$3000 per person | $6000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$250 ","$250 per person | $500 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$50 ","$2,100 ","$60 ","$250 ","$500 ","$80 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$250 ","$400 ","$90 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0270004,"VantageBlue Direct Plan 6000/12000 WPD",15287RI027,,RIN001,RIS001,RIF002,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0270004-06,"94% AV Level Silver Plan",94.35%,0.949019665,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$750 ","$750 per person | $1500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$40 ","$700 ","$60 ","$0 ","$500 ","$100 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 6000/12000 WPD","$0 ","$400 ","$100 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0490002,"VantageBlue 100/80 500/1000 RX 10/25/35/60/100 Acu WOPD ",15287RI049,,RIN001,RIS001,RIF001,Existing,PPO,Platinum,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0490002-01,"Standard Platinum On Exchange Plan",,0.901854597,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,800 ","$1800 per person | $3600 per group",,,"$6,000 ","$6000 per person | $12000 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$500 ","$500 per person | $1000 per group",0.00%,,,,"$2,000 ","$2000 per person | $4000 per group","Not Applicable","per person not applicable | per group not applicable","$500 ","$40 ","$0 ","$60 ","$500 ","$500 ","$10 ","$20 ",,,No,"VantageBlue 100/80 500/1000 RX 10/25/35/60/100 Acu WOPD ","$500 ","$200 ","$20 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0490014,"VantageBlue 100/80 750/1500 RX 10/25/35/60/100  Acu WOPD ",15287RI049,,RIN001,RIS001,RIF001,Existing,PPO,Platinum,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0490014-01,"Standard Platinum On Exchange Plan",,0.900941805,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,700 ","$1700 per person | $3400 per group",,,"$6,800 ","$6800 per person | $13600 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$750 ","$750 per person | $1500 per group",0.00%,,,,"$3,000 ","$3000 per person | $6000 per group","Not Applicable","per person not applicable | per group not applicable","$750 ","$40 ","$0 ","$60 ","$500 ","$500 ","$0 ","$20 ",,,No,"VantageBlue 100/80 750/1500 RX 10/25/35/60/100  Acu WOPD ","$600 ","$200 ","$50 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,15287RI0490018,"VantageBlue 100/60 1500/3000 RX 10/40/70/90/125 Acu WOPD",15287RI049,,RIN001,RIS001,RIF003,Existing,PPO,Gold,No,Both,No,No,,"This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,No,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0490018-01,"Standard Gold On Exchange Plan",,0.813189251,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$4,500 ","$4500 per person | $9000 per group",,,"$13,500 ","$13500 per person | $27000 per group","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,500 ","$1500 per person | $3000 per group",0.00%,,,,"$3,000 ","$3000 per person | $6000 per group","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$40 ","$0 ","$60 ","$500 ","$400 ","$0 ","$20 ",,,No,"VantageBlue 100/60 1500/3000 RX 10/40/70/90/125 Acu WOPD","$600 ","$200 ","$0 ","$0 "
